node,degree,shell_index,approx_closeness,approx_betweenness,approx_eigenvector
1,12,10,48.08333333333337,244.470946171354,4.5322425910685984E-4
294917,1,1,41.75000000000002,0.0,5.97876619370921E-5
2,103,39,54.333333333333385,1232.469933578767,0.0033352048245933953
131076,11,11,49.916666666666714,5.515469253318038,0.001212651318677957
851978,1,1,46.033333333333395,0.0,2.6058628730584387E-4
9,6,6,46.83333333333338,5.220431381955222,3.0683081264061915E-4
851975,1,1,41.100000000000016,0.0,4.821520436330797E-5
10,24,22,50.58333333333336,170.49354396911824,8.983704575176621E-4
12,31,16,50.16666666666669,167.11170675650533,8.483233645151027E-4
13,1,1,40.06666666666668,0.0,1.41894969450549E-5
14,31,26,50.91666666666673,109.028066988185,0.0014871737855945673
15,11,11,47.58333333333338,8.71024973772556,4.150652121138132E-4
16,55,39,53.916666666666714,45.34134893948202,0.005176537758178707
163859,11,11,50.50000000000006,5.612578792924014,0.0011450972311502277
851996,1,1,46.033333333333395,0.0,2.6058628730584387E-4
18,44,27,49.33333333333339,190.3391528094383,0.0011123018877209417
360471,1,1,41.250000000000014,0.0,8.214883678729488E-5
19,54,32,52.41666666666672,338.21278617950685,0.0020515186991137183
20,21,17,50.583333333333385,31.406222422820687,8.665652171357426E-4
851993,2,2,46.20000000000006,0.7543982018598944,2.642100084080483E-4
21,10,10,42.533333333333346,10.352614281365362,9.010443212193196E-5
22,25,23,51.166666666666714,18.347313639989572,0.0019087922790875758
23,65,47,54.833333333333385,252.1028400497874,0.008699670970870878
851994,1,1,37.93333333333333,0.0,1.6428959388950627E-5
24,1,1,32.833333333333314,0.0,1.6468334961623006E-6
25,387,59,62.33333333333336,8427.784318724856,0.016935563863866677
851988,1,1,46.033333333333395,0.0,2.6058628730584387E-4
26,54,26,47.33333333333337,266.34514488111165,3.6403729327846423E-4
851991,1,1,39.90000000000001,0.0,3.8552710020164936E-5
27,50,37,52.91666666666672,347.23294981610866,0.002367560502801368
28,3,3,40.766666666666666,0.6048170693675948,4.8032003874769534E-5
29,17,16,53.333333333333385,72.68001545081223,0.0018426944019023304
30,54,33,49.833333333333385,60.988103411156594,0.0015484694874208452
31,82,46,55.50000000000004,327.1939549070324,0.006207580910689687
32,11,10,49.83333333333338,12.30142233855854,8.625535937791237E-4
33,4,4,38.916666666666664,0.6150557393067452,2.6246464481773487E-5
34,86,40,54.41666666666672,220.4644278780119,0.004190247739731031
852015,1,1,46.033333333333395,0.0,2.6058628730584387E-4
35,38,28,47.08333333333337,19.645454621284134,4.926469270022273E-4
36,47,30,49.533333333333395,24.9107223340943,9.81476045736557E-4
37,30,23,50.25000000000004,388.1082208165407,0.002187259887985046
38,78,44,53.083333333333385,302.3398651507384,0.006378788725457968
39,65,40,54.41666666666672,97.81581179158648,0.003795844482948072
40,6,5,44.31666666666669,146.19925365465986,7.692906417633029E-5
163882,14,12,48.91666666666672,220.436267848325,5.402918609533118E-4
100009438,1,1,39.65,0.0,1.6018415796794132E-5
41,9,8,46.61666666666672,4.636802818617604,2.6220761906311607E-4
852004,1,1,46.033333333333395,0.0,2.6058628730584387E-4
