node,degree,shell_index,closeness,betweenness,eigenvector
0,347,21,0.35334266713335666,1192496.1130793886,0.0038206359460130034
1,17,13,0.26137614085054045,22.6856431722811,1.8867605293976534E-4
2,10,9,0.26125776397515527,0.6190476190476191,1.1384025628963035E-4
3,17,13,0.26137614085054045,13.734469696969697,1.8831249048478955E-4
4,10,9,0.26125776397515527,1.5,1.1261707974805256E-4
5,13,10,0.2613084837895554,17.98015873015873,1.4222694731955732E-4
6,6,5,0.2611901681759379,0.2,6.734539980832361E-5
7,20,12,0.2747686445291236,1388.0523617692538,2.1096207196127543E-4
8,8,5,0.2612239617026782,2.25,8.969000100819368E-5
9,57,21,0.2620546433902265,134.11359319779032,6.297549338051457E-4
10,10,10,0.26125776397515527,0.4064543302701198,1.10218810132173E-4
11,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
12,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
13,31,21,0.2616132167152575,14.363753703471795,3.4317813218641776E-4
14,15,10,0.2613423079412336,4.5504329004329005,1.7090646193648195E-4
15,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
16,9,9,0.2612408617454875,1.6284663865546218,9.970016814312055E-5
17,13,9,0.2613084837895554,3.347222222222222,1.479589950994295E-4
18,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
19,16,7,0.2613592233009709,41.26666666666667,1.8104131307994319E-4
20,15,9,0.2613423079412336,5.537337662337663,1.708713063364095E-4
21,65,21,0.2756125861715924,7645.558164534662,7.134070907705463E-4
22,11,9,0.2612746683921061,5.463418014733803,1.1921113064324993E-4
23,17,7,0.26137614085054045,55.916666666666664,1.909002423803899E-4
24,16,15,0.2613592233009709,1.114484126984127,1.7862502076472977E-4
25,69,21,0.26225888160031174,439.166654090123,7.632971938821309E-4
26,68,21,0.26224184959085595,157.7517051743689,7.521746668039106E-4
27,5,5,0.26117327469115836,0.25,5.47722209064032E-5
28,13,10,0.2613084837895554,3.107178932178932,1.4806632286714608E-4
29,13,9,0.2613084837895554,11.374157654514796,1.4356601297975746E-4
30,17,14,0.26137614085054045,11.16208407089986,1.8788528086489712E-4
31,23,14,0.2614776921582594,40.20449385704603,2.53093657898027E-4
32,6,6,0.2611901681759379,0.0,6.798766443265303E-5
33,2,2,0.26112260734609416,0.0,2.214713764360956E-5
34,5,5,0.3033125516412529,29359.55051275451,3.735558977919166E-5
35,2,2,0.26112260734609416,0.0,2.2355421334980382E-5
36,11,10,0.2612746683921061,0.2222222222222222,1.229643174966608E-4
37,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
38,9,8,0.2612408617454875,5.986268472906404,9.870260713087997E-5
39,15,12,0.2613423079412336,7.782806856026669,1.659118289798618E-4
40,44,21,0.26183374400207493,112.44758411823055,4.8680672365080367E-4
41,24,10,0.26149462504856885,38.09047619047619,2.7326762539991187E-4
42,2,2,0.26112260734609416,0.0,2.214713764360956E-5
43,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
44,6,6,0.2611901681759379,0.0,6.81359037103839E-5
45,12,11,0.2612915749967646,2.4650543900543895,1.3265850738639347E-4
46,5,5,0.26117327469115836,0.0,5.631208818131365E-5
47,2,2,0.26112260734609416,0.0,2.201513306802355E-5
48,22,14,0.26146076146076147,43.124176461268114,2.4438434541542505E-4
49,4,2,0.2611563833915405,1.5,4.45360837066539E-5
50,11,10,0.2612746683921061,4.185767404474499,1.2095889130687229E-4
51,7,7,0.2612070638463031,0.75,7.786684654899494E-5
52,2,2,0.26112260734609416,0.0,2.2264467055611114E-5
53,31,15,0.2616132167152575,88.42887910301705,3.44155289564861E-4
54,8,7,0.2612239617026782,2.9440476190476192,8.840944939343017E-5
55,17,17,0.26137614085054045,1.4802482045449756,1.8809796057600814E-4
56,78,21,0.27585735756250856,8844.048308695357,8.566100085563163E-4
57,15,12,0.2613423079412336,12.518686868686867,1.669586040407873E-4
58,12,6,0.3974018305284913,687594.9833746809,8.471591924073448E-5
59,19,17,0.2614099825208778,5.929470868369966,2.107640751627586E-4
60,8,8,0.2612239617026782,0.6150635913793808,8.822506142369182E-5
61,3,3,0.2611394942766604,0.5,3.35326282475105E-5
62,26,19,0.26152849740932643,23.360579615478322,2.8792464723425616E-4
63,6,6,0.2611901681759379,0.0,6.643628781624313E-5
64,7,7,0.2790408403012922,104.50338827838952,7.067059915145623E-5
65,12,11,0.2612915749967646,5.619032632478011,1.3218620563470808E-4
66,15,15,0.2613423079412336,0.7777605797167867,1.6539843905485931E-4
67,76,21,0.27581967213114755,7432.2354072995,8.335433142407626E-4
68,9,7,0.2612408617454875,1.2000000000000002,1.0158641827917933E-4
69,10,10,0.26125776397515527,1.61717511246923,1.106068153422146E-4
70,2,2,0.26112260734609416,0.0,2.2305283829809157E-5
71,3,3,0.2611394942766604,0.0,3.3486144678890326E-5
72,24,18,0.26149462504856885,14.773235691610306,2.659174152483921E-4
73,10,9,0.26125776397515527,4.904004329004329,1.1113534947667474E-4
74,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
75,14,12,0.26132539477090344,2.077692331399425,1.5471377815249313E-4
76,3,3,0.2611394942766604,0.0,3.325260208245087E-5
77,6,5,0.2611901681759379,2.083333333333333,6.647655327230313E-5
78,9,9,0.2612408617454875,0.0,1.014491447179828E-4
79,12,12,0.2612915749967646,0.1701106301106301,1.3271007354526387E-4
80,23,15,0.2679140127388535,1300.8662375189858,2.533025031915112E-4
81,3,2,0.2611394942766604,0.5,3.222197968401744E-5
82,34,18,0.26166407465007774,59.98288475752949,3.765928065365822E-4
83,7,7,0.2612070638463031,0.75,7.786684654899494E-5
84,13,10,0.2613084837895554,11.353549146931499,1.4417003629568984E-4
85,14,12,0.26132539477090344,4.101945228261018,1.5452007126116722E-4
86,6,6,0.2611901681759379,0.0,6.765065613309793E-5
87,13,11,0.27463782901448686,377.04041157506674,1.3494447856679767E-4
88,20,13,0.2614269066424964,37.084444444444436,2.2173205491416993E-4
89,8,5,0.2612239617026782,2.6999999999999993,8.99207910128367E-5
90,2,2,0.26112260734609416,0.0,2.2163145440053777E-5
91,8,5,0.2612239617026782,2.25,8.969000100819367E-5
92,21,15,0.26144383295564905,5.577525252525254,2.3447856762150296E-4
93,8,6,0.2612239617026782,0.7666666666666667,9.079447438230643E-5
94,22,15,0.26146076146076147,17.426884920634922,2.454204159340034E-4
95,6,5,0.2611901681759379,0.5,6.734386716016268E-5
96,9,8,0.2612408617454875,6.3868797868797875,9.961856171585588E-5
97,3,3,0.2611394942766604,0.3333333333333333,3.3479217376532955E-5
98,49,21,0.2619186612181358,55.03977988063437,5.419494834995127E-4
99,13,7,0.2613084837895554,6.652380952380953,1.4678460389045412E-4
100,9,7,0.2612408617454875,4.333333333333333,9.440555426676451E-5
101,19,15,0.2614099825208778,6.431349206349206,2.1205574878912627E-4
102,6,6,0.2611901681759379,0.0,6.762536436520002E-5
103,16,14,0.2746938775510204,767.7180400569745,1.6964900463320822E-4
104,32,21,0.2616301671634055,24.57872691530235,3.5402938062086995E-4
105,14,12,0.26132539477090344,3.328335044585045,1.5471579792495456E-4
106,8,8,0.2612239617026782,2.9658730158730156,8.837854916289559E-5
107,1045,70,0.4596994535519126,3916560.1444407455,0.005772732241586075
108,13,11,0.2613084837895554,2.8377344877344877,1.4500336912723347E-4
109,37,21,0.26171495236243436,47.173484063218545,4.084765247784774E-4
110,5,5,0.26117327469115836,0.0,5.60063929707117E-5
111,14,9,0.26132539477090344,12.465873015873013,1.5921043456506591E-4
112,3,3,0.2611394942766604,0.0,3.3643279056860644E-5
113,40,21,0.2617658498638662,42.622751555762015,4.4235438986030745E-4
114,1,1,0.26110572259941806,0.0,1.1041867794797259E-5
115,21,10,0.26144383295564905,27.17186147186147,2.3901672345632535E-4
116,17,10,0.26137614085054045,9.42027417027417,1.936056525836452E-4
117,6,5,0.2611901681759379,1.7083333333333333,6.624987582700641E-5
118,36,21,0.26169799092676604,46.41384773750623,3.9855580256850924E-4
119,62,21,0.28010543840177576,12412.998093150301,6.74227396201198E-4
120,4,3,0.27446982055464925,364.63009442146705,3.7389458537834795E-5
121,12,10,0.2612915749967646,8.485574073553613,1.326061979735297E-4
122,63,21,0.27557496758343003,6078.599065367459,6.900950610126144E-4
123,18,17,0.26139306059036765,4.012338235206143,1.993189067868044E-4
124,4,3,0.2611563833915405,1.3333333333333333,4.45654564547867E-5
125,4,4,0.27446982055464925,67.13150394630955,3.758930388213878E-5
126,7,6,0.2612070638463031,1.375,7.761439950721016E-5
127,16,11,0.2613592233009709,5.192496392496392,1.7864800275483068E-4
128,28,21,0.2615623785464438,19.8366786550872,3.085692692219667E-4
129,7,7,0.2612070638463031,0.3666666666666667,7.623944354446462E-5
130,16,13,0.2613592233009709,20.600011100011102,1.7740905123793025E-4
131,7,7,0.2612070638463031,0.0,7.897667832591731E-5
132,16,13,0.2613592233009709,16.16880237632526,1.7694172575233931E-4
133,18,15,0.26139306059036765,14.709090350877942,1.9941419048187127E-4
134,19,17,0.2614099825208778,5.154388068319065,2.1017455532821908E-4
135,10,10,0.26125776397515527,0.0,1.1177878277422523E-4
136,133,67,0.2941862159405508,219012.32213022516,6.342339690370189E-4
137,16,9,0.2613592233009709,17.224603174603175,1.8198187537350231E-4
138,2,2,0.26112260734609416,0.0,2.238990623923996E-5
139,9,9,0.2612408617454875,0.1,1.0052395954883381E-4
140,11,9,0.2612746683921061,0.7468253968253968,1.2522323993477568E-4
141,28,19,0.2615623785464438,21.888483848237627,3.0997455269661723E-4
142,43,21,0.261816767165921,42.121055968711,4.7509669650342643E-4
143,12,7,0.2612915749967646,9.385714285714284,1.353696489730351E-4
144,15,10,0.2613423079412336,6.876623376623376,1.707707157294217E-4
145,2,2,0.26112260734609416,0.0,2.2163145440053777E-5
146,10,9,0.27458180334557325,1152.137791543415,1.0366142523975024E-4
147,6,5,0.2611901681759379,0.2,6.734539980832361E-5
148,20,14,0.2614269066424964,19.592615189136687,2.2039985791436686E-4
149,14,10,0.26132539477090344,2.986507936507936,1.5950713444824E-4
150,11,7,0.2791179926729799,776.3429612054564,1.1359888233969566E-4
151,7,7,0.2612070638463031,0.2777777777777778,7.955129467720875E-5
152,5,5,0.26117327469115836,1.5,5.562723311919024E-5
153,2,2,0.26112260734609416,0.0,2.213088435942494E-5
154,2,2,0.26112260734609416,0.0,2.2286959087936677E-5
155,3,3,0.2611394942766604,0.3333333333333333,3.347058532428032E-5
156,12,10,0.27461915125136016,1347.1012641204068,1.2616722912239318E-4
157,3,3,0.2611394942766604,0.3333333333333333,3.3404289926247094E-5
158,25,17,0.2615115601321158,39.06386275087307,2.7577977131883815E-4
159,14,11,0.26132539477090344,9.384163059163058,1.5587686695505548E-4
160,2,2,0.26112260734609416,0.0,2.210458609906722E-5
161,25,19,0.2615115601321158,19.59609353478392,2.749244914544685E-4
162,8,8,0.2612239617026782,0.47619047619047616,9.09976706271974E-5
163,6,6,0.2676121678043608,206.13562258893776,6.203574864750652E-5
164,3,3,0.2611394942766604,0.14285714285714285,3.307871774269245E-5
165,11,10,0.2612746683921061,2.755248897640202,1.2162820142163963E-4
166,4,4,0.2677186236159915,3.5595238095238084,3.604408667628265E-5
167,7,6,0.2612070638463031,0.3666666666666667,7.93512188904115E-5
168,11,9,0.2612746683921061,2.555384381700171,1.2013874160217392E-4
169,38,21,0.27510560021801334,3278.2166485866483,4.119039837372289E-4
170,46,21,0.26186770428015566,98.433160938202,5.089050363301496E-4
171,22,7,0.37049270575282134,126274.0109217481,1.6556440955222017E-4
172,41,21,0.26178282009724474,68.27736277424108,4.5380411950807014E-4
173,12,6,0.28904795991410165,29595.23604198302,9.675947421122736E-5
174,4,3,0.2611563833915405,0.3333333333333333,4.4883626062818284E-5
175,17,7,0.26137614085054045,26.976190476190474,1.917380876078917E-4
176,14,13,0.26132539477090344,2.6137454120190693,1.5483382551541742E-4
177,11,7,0.2612746683921061,2.5357142857142865,1.2420241460122573E-4
178,13,11,0.2613084837895554,11.176730676730676,1.4360104883500988E-4
