node,degree,shell_index,closeness,betweenness,eigenvector
0,1,1,0.22916666666666669,0.0,0.012165559924409756
1,2,1,0.23571428571428574,32.0,0.024112608995551617
2,12,1,0.4024390243902439,386.0,0.14719766119771244
3,7,2,0.39285714285714285,320.0,0.09760558852004023
4,7,2,0.336734693877551,222.0,0.10466042635394077
5,4,1,0.2661290322580645,93.0,0.057441160403117794
6,3,2,0.3142857142857143,32.0,0.044730291269480166
7,1,1,0.25384615384615383,0.0,0.014386729855445278
8,1,1,0.21153846153846154,0.0,0.014969138137040866
9,2,1,0.3,62.0,0.034689750200656726
10,2,1,0.4024390243902439,272.0,0.032661529806430126
11,1,1,0.19186046511627908,0.0,0.017458483856681358
12,2,1,0.29464285714285715,32.0,0.03457111560410642
13,1,1,0.21153846153846154,0.0,0.014969138137040866
14,1,1,0.2894736842105263,0.0,0.017231266343975368
15,1,1,0.2894736842105263,0.0,0.017231266343975368
16,2,1,0.29464285714285715,32.0,0.03457111560410642
17,2,1,0.29464285714285715,32.0,0.03457111560410642
18,1,1,0.2894736842105263,0.0,0.017231266343975368
19,1,1,0.28448275862068967,0.0,0.01543026346245476
20,1,1,0.2894736842105263,0.0,0.017231266343975368
21,1,1,0.2894736842105263,0.0,0.017231266343975368
22,1,1,0.2894736842105263,0.0,0.017231266343975368
23,1,1,0.21153846153846154,0.0,0.014969138137040866
24,1,1,0.28448275862068967,0.0,0.01543026346245476
25,1,1,0.28448275862068967,0.0,0.01543026346245476
26,1,1,0.2894736842105263,0.0,0.017231266343975368
27,1,1,0.25384615384615383,0.0,0.014386729855445278
28,1,1,0.28448275862068967,0.0,0.01543026346245476
29,1,1,0.25384615384615383,0.0,0.014386729855445278
30,1,1,0.25384615384615383,0.0,0.014386729855445278
31,1,1,0.24087591240875914,0.0,0.014438220720286943
32,1,1,0.22916666666666669,0.0,0.012165559924409756
33,1,1,0.22916666666666669,0.0,0.012165559924409756
